customer_id,customer_age,months_at_address,residence_status,employment,income,months_with_bank,other_credits,balance,status
803,51,6,Tenant,Unknown,41000,15,Yes,8.5,1
804,48,50,Tenant,Employed,36000,40,Yes,48.68,0
805,33,22,HomeOwner,Employed,31000,26,Yes,1591.9,1
806,57,83,Other,Unknown,40000,8,Yes,1314.1,0
807,40,39,HomeOwner,Unknown,35000,97,Yes,1303.8,0
808,51,73,Tenant,Employed,43000,36,No,1491.1,1
809,40,3,Other,Employed,42000,19,No,476.25,0
810,47,41,HomeOwner,Employed,37000,36,Yes,698.47,1
811,33,4,HomeOwner,Unknown,25000,15,Yes,905.51,1
812,23,86,Tenant,Employed,23000,7,Yes,617.33,1
813,45,79,Tenant,Employed,42000,4,Yes,719.7,1
814,61,19,HomeOwner,Unknown,54000,6,Yes,614.42,0
815,43,25,Tenant,Employed,34000,63,Yes,144.33,0
816,32,55,Other,Employed,31000,16,Yes,359.84,0
817,26,64,HomeOwner,Employed,21000,74,Yes,1395.7,1
818,57,34,HomeOwner,Unknown,51000,65,Yes,1806.3,1
819,57,46,Other,Unknown,47000,23,Yes,560.46,0
820,41,70,HomeOwner,Employed,31000,47,Yes,976.15,0
821,54,29,HomeOwner,Unknown,37000,12,Yes,1492.8,0
822,44,37,HomeOwner,Unknown,46000,15,Yes,499.71,1
823,42,45,Tenant,Unknown,45000,21,Yes,600.26,0
824,52,18,Tenant,Unknown,46000,45,Yes,675.58,1
825,43,72,HomeOwner,Employed,31000,42,Yes,659.36,1
826,46,29,Other,Unknown,54000,40,No,1499.6,0
827,37,7,Tenant,Employed,37000,50,No,1454.9,0
828,37,27,Tenant,Unknown,46000,46,Yes,626.98,0
829,41,37,HomeOwner,Employed,35000,104,Yes,599.16,0
830,62,22,HomeOwner,Unknown,51000,33,Yes,74.2,0
831,57,53,Tenant,Unknown,56000,31,Yes,47.98,1
832,56,38,HomeOwner,Employed,40000,6,Yes,1472.4,0
833,50,57,HomeOwner,Employed,46000,12,Yes,1741.0,0
834,48,44,Tenant,Unknown,39000,83,Yes,35.25,0
835,45,53,Tenant,Employed,44000,27,Yes,509.43,0
836,50,79,HomeOwner,Unknown,39000,6,Yes,83.4,1
837,39,11,Tenant,Unknown,34000,57,Yes,1651.6,0
838,41,11,Other,Employed,31000,39,Yes,1153.8,0
839,40,13,Other,Employed,48000,47,Yes,1562.1,0
840,43,38,HomeOwner,Unknown,43000,12,Yes,187.71,0
841,46,45,HomeOwner,Unknown,38000,23,Yes,82.21,1
842,28,59,Other,Unknown,26000,13,Yes,2263.0,0
843,45,8,HomeOwner,Employed,31000,9,Yes,428.7,0
844,52,2,Tenant,Unknown,37000,65,No,401.68,0
845,33,47,HomeOwner,Unknown,31000,25,Yes,80.74,1
846,62,71,HomeOwner,Unknown,48000,81,No,1852.7,0
847,64,35,HomeOwner,Employed,53000,15,Yes,1043.5,0
848,52,10,HomeOwner,Unknown,39000,5,Yes,709.88,0
849,64,69,HomeOwner,Unknown,53000,45,Yes,672.0,0
850,47,38,Tenant,Employed,34000,14,Yes,876.34,0
851,52,27,HomeOwner,Employed,52000,31,Yes,663.57,0
852,41,76,HomeOwner,Unknown,34000,60,Yes,842.8,1
853,43,21,Tenant,Unknown,34000,3,Yes,853.07,0
854,39,37,HomeOwner,Employed,30000,35,Yes,70.0,0
855,45,7,HomeOwner,Employed,42000,19,Yes,222.46,0
856,45,4,HomeOwner,Unknown,33000,32,Yes,1235.4,0
857,31,34,Tenant,Employed,35000,6,Yes,170.18,0
858,55,39,Tenant,Unknown,45000,24,Yes,1434.8,0
859,40,40,HomeOwner,Employed,28000,24,No,2247.3,0
860,59,5,HomeOwner,Unknown,40000,92,Yes,2152.7,0
861,45,37,HomeOwner,Unknown,43000,29,Yes,1707.4,1
862,37,15,Tenant,Unknown,29000,28,No,1392.0,0
863,30,46,Tenant,Unknown,32000,20,Yes,1184.4,1
864,51,20,Tenant,Unknown,49000,22,No,1082.4,0
865,45,7,Other,Employed,37000,48,Yes,398.9,0
866,34,30,Other,Employed,29000,37,Yes,546.97,0
867,48,159,HomeOwner,Employed,39000,70,Yes,213.51,0
868,35,16,HomeOwner,Unknown,36000,63,Yes,2383.0,0
869,40,24,Tenant,Employed,38000,31,Yes,755.85,1
870,33,81,HomeOwner,Employed,31000,36,Yes,390.5,1
871,48,58,Tenant,Unknown,38000,39,Yes,1010.1,1
872,57,43,Tenant,Unknown,41000,44,Yes,79.07,0
873,60,3,HomeOwner,Unknown,46000,101,Yes,464.51,0
874,48,10,Other,Unknown,43000,29,Yes,15.01,1
875,49,4,Tenant,Unknown,52000,26,No,601.58,1
876,52,32,Tenant,Unknown,43000,16,Yes,1333.2,0
877,30,28,Tenant,Unknown,32000,35,Yes,303.61,0
878,52,108,Other,Unknown,48000,7,Yes,1534.3,0
879,56,9,Tenant,Unknown,41000,4,Yes,405.86,1
880,46,61,Tenant,Employed,32000,40,Yes,1028.1,0
881,41,67,Other,Unknown,29000,28,Yes,1105.5,1
882,46,54,Tenant,Unknown,43000,86,Yes,865.6,0
883,41,16,Tenant,Unknown,33000,100,No,927.59,1
884,49,38,Tenant,Employed,45000,35,Yes,249.67,0
885,50,38,Other,Unknown,59000,41,No,710.1,1
886,24,78,Other,Unknown,29000,15,No,3000.0,1
887,57,32,Tenant,Employed,42000,43,No,409.75,1
888,52,82,Other,Unknown,51000,40,Yes,218.11,0
889,51,64,HomeOwner,Unknown,42000,8,No,2359.3,1
890,40,31,HomeOwner,Employed,35000,82,Yes,281.13,0
891,51,30,HomeOwner,Employed,38000,93,Yes,489.24,0
892,36,21,Tenant,Unknown,28000,4,Yes,72.03,0
893,36,40,Other,Unknown,30000,6,No,517.55,1
894,37,18,HomeOwner,Unknown,30000,55,No,1122.5,0
895,51,108,HomeOwner,Unknown,50000,10,Yes,330.56,1
896,36,5,Tenant,Unknown,38000,72,Yes,3.4,0
897,31,3,HomeOwner,Employed,25000,32,Yes,1286.3,1
898,54,17,HomeOwner,Unknown,46000,50,Yes,1662.3,0
899,41,76,HomeOwner,Unknown,40000,21,Yes,1112.6,0
900,32,43,HomeOwner,Unknown,24000,31,Yes,467.37,1
901,48,55,Tenant,Unknown,32000,7,No,198.08,0
902,56,30,HomeOwner,Unknown,39000,35,Yes,1459.1,0
903,40,5,Tenant,Employed,36000,32,Yes,21.31,0
904,69,2,Tenant,Unknown,54000,35,No,82.39,0
905,52,36,HomeOwner,Unknown,43000,66,Yes,1153.8,0
906,46,34,Tenant,Unknown,46000,59,Yes,183.39,0
907,42,30,Tenant,Unknown,46000,78,Yes,337.25,0
908,39,28,Tenant,Unknown,27000,32,Yes,1954.9,1
909,42,27,HomeOwner,Unknown,44000,43,Yes,301.34,0
910,62,9,HomeOwner,Unknown,47000,52,No,775.9,0
911,39,79,HomeOwner,Employed,45000,34,Yes,536.01,0
912,42,74,HomeOwner,Employed,37000,8,Yes,414.97,1
913,47,55,Tenant,Employed,32000,95,No,1977.0,0
914,47,40,HomeOwner,Unknown,41000,41,Yes,1346.4,0
915,46,47,HomeOwner,Employed,39000,26,Yes,974.27,1
916,49,42,HomeOwner,Employed,33000,32,Yes,931.24,1
917,51,55,HomeOwner,Unknown,43000,2,Yes,1232.0,0
918,59,36,Tenant,Employed,39000,16,Yes,1606.2,0
919,36,74,Tenant,Unknown,32000,28,Yes,1389.1,1
920,28,52,Tenant,Employed,45000,7,Yes,292.99,0
921,48,46,Tenant,Unknown,42000,35,Yes,791.87,0
922,29,11,HomeOwner,Unknown,38000,5,Yes,876.17,0
923,49,14,Other,Employed,48000,43,No,144.43,0
924,41,45,Tenant,Unknown,30000,40,Yes,854.97,0
925,50,80,Tenant,Employed,43000,46,Yes,315.55,0
926,58,56,HomeOwner,Employed,56000,44,Yes,447.74,1
927,54,37,Tenant,Unknown,44000,14,No,1051.2,1
928,38,42,HomeOwner,Unknown,56000,11,No,2360.1,0
929,57,98,HomeOwner,Unknown,62000,70,Yes,873.01,0
930,48,33,HomeOwner,Employed,46000,4,No,278.83,0
931,57,17,Tenant,Employed,52000,16,Yes,302.62,0
932,39,40,HomeOwner,Unknown,42000,37,Yes,333.23,1
933,45,22,HomeOwner,Employed,42000,30,Yes,912.81,1
934,60,17,Other,Employed,45000,25,Yes,1006.6,1
935,38,18,HomeOwner,Unknown,35000,6,No,554.25,0
936,41,13,Other,Employed,35000,13,Yes,893.41,0
937,43,44,HomeOwner,Unknown,35000,48,No,1680.3,1
938,69,12,Other,Employed,54000,37,No,2075.5,0
939,37,16,HomeOwner,Unknown,44000,65,Yes,1092.8,1
940,37,9,Other,Unknown,32000,45,Yes,107.52,0
941,42,49,HomeOwner,Unknown,41000,4,Yes,654.82,0
942,26,17,Other,Unknown,18000,37,Yes,39.24,1
943,38,9,Tenant,Employed,35000,27,Yes,786.59,0
944,54,33,Tenant,Unknown,44000,34,No,1027.1,0
945,42,50,Tenant,Unknown,37000,17,Yes,606.44,1
946,54,11,Other,Employed,47000,25,Yes,1055.7,0
947,40,6,HomeOwner,Unknown,40000,47,Yes,1282.2,0
948,61,10,Tenant,Employed,52000,3,Yes,466.11,0
949,55,25,Tenant,Employed,40000,24,Yes,599.78,0
950,44,64,Tenant,Unknown,38000,117,Yes,938.67,0
951,58,86,Tenant,Employed,43000,22,Yes,1250.6,0
952,42,51,HomeOwner,Employed,37000,21,Yes,619.94,0
953,34,65,HomeOwner,Unknown,29000,12,Yes,1095.2,1
954,30,17,Other,Unknown,33000,43,Yes,210.31,0
955,47,17,Tenant,Employed,60000,63,Yes,433.47,0
956,49,115,Other,Unknown,45000,33,Yes,534.62,0
957,28,23,HomeOwner,Employed,28000,9,Yes,55.83,1
958,47,42,Tenant,Unknown,37000,43,Yes,810.05,0
959,48,43,Tenant,Employed,32000,29,Yes,293.87,1
960,48,46,HomeOwner,Unknown,32000,26,Yes,416.8,1
961,40,61,Tenant,Employed,37000,39,Yes,519.12,0
962,52,29,HomeOwner,Employed,50000,28,Yes,180.91,0
963,30,55,Tenant,Employed,29000,36,Yes,52.46,0
964,38,35,Tenant,Employed,29000,20,Yes,201.34,1
965,52,87,HomeOwner,Unknown,43000,44,Yes,254.33,0
966,54,30,Other,Unknown,48000,23,Yes,1115.4,0
967,25,7,Other,Unknown,30000,53,Yes,352.83,1
968,54,60,Tenant,Employed,39000,51,Yes,1025.8,1
969,37,54,HomeOwner,Employed,31000,9,Yes,12.42,0
970,44,10,Tenant,Employed,42000,18,Yes,20.7,0
971,30,31,HomeOwner,Unknown,26000,7,Yes,902.43,1
972,34,33,HomeOwner,Employed,41000,26,Yes,180.17,1
973,68,43,Tenant,Employed,48000,40,Yes,64.33,0
974,42,31,Tenant,Employed,35000,19,No,468.67,0
975,35,105,Other,Employed,43000,7,Yes,990.66,0
976,45,74,Other,Unknown,33000,23,Yes,555.41,1
977,48,46,Tenant,Unknown,39000,6,Yes,1143.8,1
978,46,15,Tenant,Unknown,37000,64,No,411.01,1
979,55,57,Other,Employed,41000,71,Yes,652.86,0
980,40,48,HomeOwner,Unknown,43000,9,Yes,1080.7,0
981,68,57,HomeOwner,Unknown,53000,19,No,1634.2,0
982,58,72,Tenant,Employed,44000,44,Yes,751.55,0
983,48,60,Tenant,Employed,47000,31,Yes,246.51,1
984,39,22,HomeOwner,Unknown,30000,40,Yes,795.73,1
985,51,48,Other,Employed,38000,95,Yes,495.15,0
986,29,21,HomeOwner,Employed,30000,28,Yes,744.52,0
987,45,50,Other,Unknown,21000,33,Yes,896.02,0
988,45,12,Tenant,Employed,34000,2,Yes,890.31,1
989,48,79,HomeOwner,Employed,41000,42,No,152.2,1
990,41,110,HomeOwner,Unknown,46000,6,Yes,302.46,0
991,49,29,HomeOwner,Employed,35000,11,Yes,80.66,0
992,33,79,HomeOwner,Employed,33000,43,Yes,435.51,0
993,44,67,Tenant,Unknown,37000,18,Yes,417.27,0
994,50,19,Tenant,Employed,34000,54,Yes,81.14,0
995,55,42,HomeOwner,Unknown,42000,13,Yes,262.37,0
996,47,24,Other,Employed,39000,29,Yes,1170.2,0
997,44,18,HomeOwner,Unknown,43000,21,Yes,575.49,0
998,56,61,Tenant,Employed,37000,19,Yes,143.55,0
999,66,18,Other,Unknown,42000,14,Yes,1234.3,0
1000,48,43,HomeOwner,Employed,40000,8,Yes,45.47,1
1001,49,28,Other,Unknown,40000,97,Yes,705.57,0
1002,46,61,HomeOwner,Employed,36000,48,Yes,2379.5,1
1003,58,28,Tenant,Employed,47000,5,Yes,874.08,0
1004,32,17,Tenant,Employed,42000,31,Yes,1891.7,1
1005,28,67,HomeOwner,Unknown,23000,66,Yes,713.23,0
1006,53,36,Tenant,Employed,49000,43,Yes,1013.7,1
1007,67,52,Other,Unknown,50000,14,Yes,1500.1,0
1008,40,48,Tenant,Employed,48000,60,No,465.62,0
1009,62,42,Tenant,Unknown,42000,19,No,1155.1,0
1010,45,94,HomeOwner,Employed,54000,7,No,387.49,0
1011,47,142,HomeOwner,Unknown,39000,23,Yes,1375.1,0
1012,54,36,HomeOwner,Unknown,40000,75,Yes,653.5,0
1013,37,22,HomeOwner,Employed,40000,13,Yes,306.73,0
1014,45,16,Other,Unknown,35000,21,No,156.44,0
1015,41,33,HomeOwner,Unknown,29000,23,Yes,1080.4,1
1016,38,5,HomeOwner,Unknown,37000,13,No,1724.6,0
1017,42,81,Tenant,Unknown,23000,59,No,1101.8,1
1018,50,12,HomeOwner,Employed,36000,7,Yes,357.05,0
1019,48,58,HomeOwner,Employed,39000,18,Yes,151.77,1
1020,39,22,HomeOwner,Unknown,45000,42,Yes,871.76,0
1021,33,3,Other,Unknown,31000,53,No,1076.3,0
1022,48,28,HomeOwner,Unknown,43000,34,No,225.5,0
1023,22,36,HomeOwner,Unknown,34000,21,Yes,152.47,0
1024,32,16,HomeOwner,Employed,33000,55,No,488.72,0
1025,33,28,Other,Employed,39000,8,Yes,19.92,0
1026,55,70,HomeOwner,Employed,44000,21,Yes,318.36,0
1027,38,143,HomeOwner,Unknown,40000,18,Yes,1128.8,1
1028,39,8,Tenant,Unknown,32000,19,Yes,180.76,0
1029,43,56,HomeOwner,Unknown,36000,15,Yes,1187.3,1
1030,26,46,HomeOwner,Unknown,36000,21,Yes,712.63,0
1031,36,53,HomeOwner,Employed,29000,67,Yes,895.32,0
1032,43,46,HomeOwner,Employed,40000,23,No,727.14,1
1033,39,9,HomeOwner,Unknown,37000,43,Yes,856.91,0
1034,38,19,Tenant,Unknown,32000,4,No,1503.5,1
1035,60,12,Other,Unknown,48000,28,Yes,415.7,0
1036,45,93,HomeOwner,Unknown,34000,36,Yes,1278.1,0
1037,46,48,HomeOwner,Employed,41000,59,Yes,559.42,0
1038,55,4,HomeOwner,Employed,38000,75,Yes,237.32,1
1039,40,25,HomeOwner,Unknown,37000,30,Yes,1242.8,0
1040,37,75,Tenant,Unknown,29000,33,Yes,1096.4,0
1041,44,45,HomeOwner,Unknown,44000,3,No,184.55,0
1042,43,2,HomeOwner,Unknown,32000,14,Yes,1509.8,1
1043,45,24,HomeOwner,Unknown,61000,47,Yes,1414.7,0
1044,50,14,Other,Employed,47000,49,Yes,1427.7,0
1045,68,9,HomeOwner,Employed,53000,16,Yes,484.72,0
1046,46,12,Tenant,Employed,42000,71,No,1149.7,1
1047,36,11,HomeOwner,Unknown,43000,37,No,534.09,0
1048,36,8,HomeOwner,Unknown,49000,10,Yes,575.58,0
1049,57,45,HomeOwner,Employed,42000,45,Yes,2202.9,0
1050,46,70,HomeOwner,Unknown,41000,38,Yes,367.48,1
1051,52,73,Tenant,Unknown,42000,35,Yes,263.72,0
1052,58,20,Tenant,Employed,48000,7,Yes,170.02,0
1053,39,24,Tenant,Unknown,38000,17,Yes,29.88,1
1054,38,7,HomeOwner,Unknown,49000,34,Yes,788.03,0
1055,49,23,Tenant,Employed,50000,65,No,1215.5,0
1056,52,14,HomeOwner,Unknown,42000,24,Yes,432.74,0
1057,41,21,HomeOwner,Unknown,31000,13,Yes,62.62,0
1058,26,30,Tenant,Employed,27000,10,Yes,354.69,0
1059,41,53,Other,Unknown,34000,62,Yes,623.94,1
1060,39,145,HomeOwner,Unknown,21000,5,Yes,1165.9,0
1061,54,6,Other,Unknown,42000,25,Yes,2022.1,1
1062,50,25,HomeOwner,Unknown,37000,83,Yes,830.67,1
1063,37,26,Tenant,Unknown,37000,9,Yes,73.61,0
1064,54,11,Tenant,Employed,52000,26,No,178.24,0
1065,50,95,HomeOwner,Employed,38000,98,Yes,419.51,0
1066,66,31,Tenant,Unknown,53000,8,Yes,877.89,0
1067,51,30,HomeOwner,Employed,43000,63,No,1818.3,0
1068,43,32,Tenant,Unknown,32000,16,No,730.41,1
1069,40,97,Tenant,Unknown,36000,51,Yes,683.28,0
1070,34,26,HomeOwner,Employed,40000,32,Yes,676.98,1
1071,44,56,Tenant,Unknown,34000,79,Yes,594.77,1
1072,54,19,Tenant,Employed,40000,12,Yes,957.64,0
1073,44,27,HomeOwner,Unknown,34000,20,Yes,1974.3,0
1074,31,87,Other,Unknown,36000,28,Yes,351.23,0
1075,35,11,Other,Employed,32000,33,Yes,229.03,1
1076,45,36,Tenant,Unknown,37000,59,Yes,556.8,0
1077,41,75,HomeOwner,Unknown,30000,30,Yes,948.29,0
1078,43,56,HomeOwner,Unknown,32000,24,Yes,1394.4,0
1079,52,29,HomeOwner,Employed,40000,15,No,433.56,0
1080,49,58,HomeOwner,Employed,37000,46,No,801.08,1
1081,36,29,HomeOwner,Unknown,42000,12,Yes,486.53,0
1082,39,17,Tenant,Unknown,40000,3,Yes,1181.4,0
1083,32,106,Tenant,Employed,28000,14,Yes,1854.8,1
1084,46,24,HomeOwner,Employed,48000,11,Yes,16.52,0
1085,30,55,HomeOwner,Unknown,35000,23,Yes,844.87,1
1086,37,30,Other,Unknown,44000,9,Yes,731.11,0
1087,50,14,Tenant,Employed,42000,66,Yes,229.89,0
1088,35,75,HomeOwner,Employed,29000,50,Yes,1379.7,1
1089,35,30,Tenant,Unknown,35000,22,Yes,613.74,1
1090,52,2,Other,Employed,46000,2,Yes,211.83,0
1091,48,61,Tenant,Employed,45000,20,Yes,108.8,0
1092,54,55,Tenant,Employed,35000,8,Yes,1903.1,0
1093,40,35,Tenant,Employed,29000,35,No,264.14,1
1094,43,39,Tenant,Unknown,33000,72,No,1115.0,0
1095,60,11,Tenant,Employed,45000,54,No,2085.3,0
1096,46,95,Tenant,Unknown,39000,13,Yes,303.09,1
1097,32,35,Tenant,Unknown,39000,12,Yes,1719.6,0
1098,44,56,HomeOwner,Unknown,33000,8,Yes,826.94,0
1099,45,5,HomeOwner,Unknown,18000,61,Yes,1126.7,0
1100,34,3,HomeOwner,Employed,35000,53,No,525.92,0
1101,50,42,Tenant,Unknown,35000,38,Yes,1150.5,0
1102,41,44,HomeOwner,Unknown,37000,30,Yes,61.47,0
1103,52,79,HomeOwner,Employed,43000,36,Yes,539.92,1
1104,35,34,Tenant,Unknown,39000,20,Yes,453.26,0
1105,54,23,Tenant,Employed,38000,12,Yes,1223.4,0
1106,44,53,Tenant,Unknown,34000,9,Yes,173.22,0
1107,46,5,HomeOwner,Employed,40000,4,No,542.19,0
1108,53,26,Tenant,Unknown,47000,41,Yes,779.59,0
1109,40,27,HomeOwner,Unknown,36000,16,Yes,1111.8,0
1110,40,79,Tenant,Employed,41000,85,Yes,1670.6,1
1111,47,147,HomeOwner,Unknown,43000,12,Yes,336.47,1
1112,55,48,HomeOwner,Employed,46000,22,Yes,948.36,1
1113,30,30,Tenant,Unknown,24000,66,Yes,552.58,1
1114,46,45,Other,Employed,36000,47,Yes,574.28,0
1115,51,58,HomeOwner,Employed,34000,58,Yes,203.37,0
1116,54,10,Tenant,Employed,37000,32,Yes,207.16,1
1117,59,22,Tenant,Unknown,37000,19,Yes,1379.6,0
1118,42,41,Tenant,Unknown,44000,14,Yes,1684.5,0
1119,47,71,Tenant,Unknown,45000,35,Yes,1115.0,0
1120,45,35,HomeOwner,Unknown,18000,16,Yes,2013.6,1
1121,49,97,Tenant,Employed,43000,37,Yes,1506.2,0
1122,36,17,HomeOwner,Unknown,33000,17,Yes,388.45,0
1123,29,34,Tenant,Unknown,39000,21,Yes,513.66,1
1124,43,61,Tenant,Employed,49000,46,Yes,633.13,0
1125,40,36,HomeOwner,Unknown,28000,23,Yes,143.17,0
1126,35,64,Tenant,Unknown,38000,36,Yes,706.0,0
1127,37,15,Other,Unknown,37000,54,Yes,1692.4,1
1128,46,62,HomeOwner,Employed,43000,16,Yes,1447.9,0
1129,42,44,HomeOwner,Employed,38000,13,Yes,116.32,1
1130,34,36,HomeOwner,Unknown,46000,21,No,920.41,1
1131,43,55,HomeOwner,Unknown,34000,46,No,1087.6,1
1132,52,68,HomeOwner,Employed,50000,13,Yes,1789.2,0
1133,32,21,HomeOwner,Employed,40000,53,Yes,435.31,1
1134,49,24,Other,Unknown,34000,28,Yes,856.01,0
1135,60,3,HomeOwner,Employed,53000,27,Yes,100.47,1
1136,39,17,Tenant,Unknown,37000,58,Yes,936.54,1
1137,45,86,HomeOwner,Employed,37000,36,Yes,1808.8,0
1138,33,3,Other,Employed,33000,11,Yes,79.13,1
1139,58,123,Tenant,Unknown,39000,5,Yes,803.96,1
1140,65,46,Tenant,Employed,56000,51,Yes,776.08,0
1141,42,5,Other,Unknown,33000,77,Yes,743.99,0
1142,24,39,Tenant,Unknown,45000,48,Yes,798.01,0
1143,40,5,Tenant,Unknown,20000,46,Yes,1627.1,0
1144,48,120,HomeOwner,Unknown,44000,4,Yes,1206.0,0
1145,47,6,Tenant,Employed,33000,48,No,1512.6,0
1146,42,34,Tenant,Employed,51000,76,Yes,903.14,0
1147,58,35,HomeOwner,Employed,46000,2,Yes,1170.6,1
1148,32,6,Tenant,Unknown,41000,21,No,957.38,1
1149,66,42,Tenant,Employed,43000,26,Yes,378.82,0
1150,46,52,HomeOwner,Unknown,43000,66,No,648.31,0
1151,45,15,HomeOwner,Employed,39000,15,Yes,929.77,0
1152,39,32,HomeOwner,Employed,40000,10,No,499.84,0
1153,30,20,HomeOwner,Unknown,23000,18,Yes,1056.8,0
1154,47,39,Tenant,Employed,33000,14,Yes,418.84,0
1155,51,45,HomeOwner,Unknown,50000,56,Yes,75.88,0
1156,35,26,HomeOwner,Employed,35000,27,Yes,636.27,0
1157,47,37,HomeOwner,Employed,34000,15,Yes,1610.7,0
1158,51,9,HomeOwner,Employed,40000,101,Yes,701.32,0
1159,31,75,Other,Unknown,25000,47,No,363.38,1
1160,46,15,Tenant,Unknown,38000,16,Yes,402.1,0
1161,36,80,Tenant,Employed,39000,92,Yes,149.77,0
1162,59,116,HomeOwner,Unknown,43000,47,Yes,664.23,0
1163,25,5,Other,Unknown,25000,6,Yes,625.33,0
1164,39,21,Other,Unknown,45000,14,Yes,309.43,1
1165,49,77,Tenant,Unknown,42000,2,Yes,111.99,0
1166,35,37,HomeOwner,Employed,25000,4,Yes,905.73,0
1167,56,21,HomeOwner,Employed,51000,55,Yes,1320.8,0
1168,68,102,Other,Unknown,50000,39,Yes,176.17,0
1169,39,48,HomeOwner,Employed,51000,38,Yes,1573.6,0
1170,53,40,Tenant,Employed,57000,81,No,108.71,1
1171,30,14,HomeOwner,Employed,47000,12,Yes,294.58,1
1172,46,54,Tenant,Unknown,43000,31,Yes,648.18,1
1173,44,6,HomeOwner,Employed,35000,27,Yes,1001.4,0
1174,46,27,Tenant,Unknown,47000,19,Yes,189.45,1
1175,51,43,Tenant,Employed,48000,7,Yes,507.43,0
1176,52,42,Tenant,Employed,53000,5,Yes,278.68,0
1177,39,8,Other,Employed,28000,30,Yes,375.18,0
1178,54,2,Other,Unknown,43000,47,Yes,176.97,0
1179,35,13,Tenant,Employed,26000,14,Yes,857.76,1
1180,55,75,HomeOwner,Unknown,40000,17,Yes,377.94,0
1181,36,39,Other,Unknown,26000,18,Yes,1067.3,1
1182,34,103,HomeOwner,Employed,28000,23,No,0.58,1
1183,41,24,HomeOwner,Unknown,29000,74,Yes,1072.8,0
1184,55,57,Tenant,Employed,46000,41,Yes,285.39,0
1185,50,32,Tenant,Unknown,37000,26,Yes,1141.4,0
1186,41,14,Other,Unknown,34000,22,Yes,1344.2,1
1187,43,62,Tenant,Unknown,32000,57,Yes,1329.4,1
1188,37,60,Tenant,Employed,38000,3,Yes,638.65,1
1189,45,34,HomeOwner,Employed,43000,14,Yes,127.16,0
1190,37,23,HomeOwner,Employed,42000,58,Yes,159.59,0
1191,45,2,Other,Employed,39000,4,Yes,711.09,0
1192,54,36,HomeOwner,Unknown,35000,44,Yes,716.29,1
1193,56,21,HomeOwner,Employed,44000,53,No,342.09,1
1194,34,54,HomeOwner,Unknown,35000,25,Yes,1522.5,1
1195,64,9,HomeOwner,Employed,49000,18,No,953.14,0
1196,54,92,HomeOwner,Unknown,41000,51,Yes,1231.0,0
1197,36,19,Tenant,Unknown,45000,4,Yes,239.28,1
1198,29,35,HomeOwner,Employed,27000,47,Yes,16.18,1
1199,56,66,Tenant,Employed,38000,48,Yes,1009.2,0
1200,44,24,Tenant,Unknown,41000,16,Yes,1039.4,0
